Date,Type,Description,Amount,RunningTotal
3028-01-01,Recruitment,Recruitment of Prabhu Chirag,CSB -600,"9,313,808 ComStar bill"
3028-01-01,Recruitment,Recruitment of Brassal Cross,CSB -3200,"9,310,608 ComStar bill"
3028-01-01,Recruitment,Recruitment of Lorie Zhào,CSB -1000,"9,309,608 ComStar bill"
3028-01-01,Recruitment,Recruitment of Orran Richardson,CSB -1600,"9,308,008 ComStar bill"
3028-01-01,Recruitment,Recruitment of Callum MacRanald,CSB -1000,"9,307,008 ComStar bill"
3028-01-01,Recruitment,Recruitment of Jeffery Brown,CSB -600,"9,306,408 ComStar bill"
3028-01-01,Contract Payments,Advance funds for Garrison Icar,CSB 26771349,"36,077,757 ComStar bill"
3028-01-01,Contract Payments,Advance funds for Gustrell Jail Break,CSB 15560161,"51,637,918 ComStar bill"
3028-01-01,Equipment Purchase(s),Purchase of LRM 20 Ammo,CSB -30000,"51,607,918 ComStar bill"
3028-02-01,Contract Payments,Monthly payment for Garrison Icar,CSB 4461892,"56,069,810 ComStar bill"
3028-02-01,Contract Payments,Monthly payment for Gustrell Jail Break,CSB 11670122,"67,739,932 ComStar bill"
3028-02-01,Maintenance,Monthly Spare Parts,CSB -36330,"67,703,602 ComStar bill"
3028-02-01,Maintenance,Monthly Ammunition,CSB -152429,"67,551,173 ComStar bill"
3028-02-01,Maintenance,Monthly Fuel bill,CSB -450624,"67,100,549 ComStar bill"
3028-02-01,Salaries,Monthly salaries,CSB -209750,"66,890,799 ComStar bill"
3028-02-28,Salvage Exchange,Salvage exchange for Defend Icar - Pirate Raid,CSB 0,"66,890,799 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Standard Cockpit,CSB -200000,"66,690,799 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Mech Life Support System,CSB -50000,"66,640,799 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Mech Sensors,CSB -60000,"66,580,799 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Mech Sensors,CSB -100000,"66,480,799 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Mech Sensors,CSB -110000,"66,370,799 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Mech Sensors,CSB -130000,"66,240,799 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Mech Sensors,CSB -140000,"66,100,799 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Mech Sensors,CSB -150000,"65,950,799 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Mech Sensors,CSB -170000,"65,780,799 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Upper Arm Actuator,CSB -3000,"65,777,799 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Upper Arm Actuator,CSB -3000,"65,774,799 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Upper Arm Actuator,CSB -5000,"65,769,799 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Upper Arm Actuator,CSB -5000,"65,764,799 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Upper Arm Actuator,CSB -5500,"65,759,299 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Upper Arm Actuator,CSB -5500,"65,753,799 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Upper Arm Actuator,CSB -6500,"65,747,299 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Upper Arm Actuator,CSB -6500,"65,740,799 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Upper Arm Actuator,CSB -7000,"65,733,799 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Upper Arm Actuator,CSB -7000,"65,726,799 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Upper Arm Actuator,CSB -7500,"65,719,299 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Upper Arm Actuator,CSB -7500,"65,711,799 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Upper Arm Actuator,CSB -8500,"65,703,299 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Upper Arm Actuator,CSB -8500,"65,694,799 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Lower Arm Actuator,CSB -1500,"65,693,299 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Lower Arm Actuator,CSB -1500,"65,691,799 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Lower Arm Actuator,CSB -2500,"65,689,299 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Lower Arm Actuator,CSB -2500,"65,686,799 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Lower Arm Actuator,CSB -2750,"65,684,049 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Lower Arm Actuator,CSB -2750,"65,681,299 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Lower Arm Actuator,CSB -3250,"65,678,049 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Lower Arm Actuator,CSB -3250,"65,674,799 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Lower Arm Actuator,CSB -3500,"65,671,299 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Lower Arm Actuator,CSB -3500,"65,667,799 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Lower Arm Actuator,CSB -3750,"65,664,049 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Lower Arm Actuator,CSB -3750,"65,660,299 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Lower Arm Actuator,CSB -4250,"65,656,049 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Lower Arm Actuator,CSB -4250,"65,651,799 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Hand Actuator,CSB -2400,"65,649,399 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Hand Actuator,CSB -4000,"65,645,399 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Hand Actuator,CSB -4400,"65,640,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Hand Actuator,CSB -5200,"65,635,799 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Hand Actuator,CSB -5600,"65,630,199 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Hand Actuator,CSB -6000,"65,624,199 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Hand Actuator,CSB -6800,"65,617,399 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Upper Leg Actuator,CSB -4500,"65,612,899 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Upper Leg Actuator,CSB -4500,"65,608,399 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Upper Leg Actuator,CSB -7500,"65,600,899 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Upper Leg Actuator,CSB -7500,"65,593,399 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Upper Leg Actuator,CSB -8250,"65,585,149 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Upper Leg Actuator,CSB -8250,"65,576,899 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Upper Leg Actuator,CSB -9750,"65,567,149 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Upper Leg Actuator,CSB -9750,"65,557,399 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Upper Leg Actuator,CSB -10500,"65,546,899 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Upper Leg Actuator,CSB -10500,"65,536,399 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Upper Leg Actuator,CSB -11250,"65,525,149 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Upper Leg Actuator,CSB -11250,"65,513,899 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Upper Leg Actuator,CSB -12750,"65,501,149 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Upper Leg Actuator,CSB -12750,"65,488,399 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Lower Leg Actuator,CSB -2400,"65,485,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Lower Leg Actuator,CSB -2400,"65,483,599 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Lower Leg Actuator,CSB -4000,"65,479,599 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Lower Leg Actuator,CSB -4000,"65,475,599 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Lower Leg Actuator,CSB -4400,"65,471,199 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Lower Leg Actuator,CSB -4400,"65,466,799 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Lower Leg Actuator,CSB -5200,"65,461,599 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Lower Leg Actuator,CSB -5200,"65,456,399 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Lower Leg Actuator,CSB -5600,"65,450,799 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Lower Leg Actuator,CSB -5600,"65,445,199 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Lower Leg Actuator,CSB -6000,"65,439,199 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Lower Leg Actuator,CSB -6000,"65,433,199 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Lower Leg Actuator,CSB -6800,"65,426,399 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Lower Leg Actuator,CSB -6800,"65,419,599 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Foot Actuator,CSB -3600,"65,415,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Foot Actuator,CSB -6000,"65,409,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Foot Actuator,CSB -6600,"65,403,399 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Foot Actuator,CSB -7800,"65,395,599 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Foot Actuator,CSB -8400,"65,387,199 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Foot Actuator,CSB -9000,"65,378,199 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Foot Actuator,CSB -10200,"65,367,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Standard Gyro,CSB -300000,"65,067,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Standard Gyro,CSB -600000,"64,467,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Standard Gyro,CSB -600000,"63,867,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Standard Gyro,CSB -600000,"63,267,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Standard Gyro,CSB -600000,"62,667,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Standard Gyro,CSB -900000,"61,767,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Standard Gyro,CSB -900000,"60,867,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heavy Vehicle Cubicle,CSB -10000,"60,857,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heavy Vehicle Cubicle,CSB -10000,"60,847,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"60,797,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"60,747,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"60,697,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"60,647,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"60,597,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"60,547,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"60,497,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"60,447,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"60,397,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"60,347,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"60,297,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"60,247,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"60,197,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"60,147,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"60,097,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"60,047,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"59,997,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"59,947,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"59,897,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"59,847,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"59,797,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"59,747,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"59,697,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"59,647,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"59,597,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"59,547,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"59,497,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"59,447,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"59,397,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"59,347,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"59,297,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"59,247,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"59,197,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"59,147,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"59,097,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"59,047,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"58,997,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"58,947,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"58,897,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"58,847,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Medium Laser,CSB -40000,"58,807,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Medium Laser,CSB -40000,"58,767,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Medium Laser,CSB -40000,"58,727,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Medium Laser,CSB -40000,"58,687,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Medium Laser,CSB -40000,"58,647,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Medium Laser,CSB -40000,"58,607,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Medium Laser,CSB -40000,"58,567,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Medium Laser,CSB -40000,"58,527,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Medium Laser,CSB -40000,"58,487,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Medium Laser,CSB -40000,"58,447,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Medium Laser,CSB -40000,"58,407,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Medium Laser,CSB -40000,"58,367,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Medium Laser,CSB -40000,"58,327,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Medium Laser,CSB -40000,"58,287,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Medium Laser,CSB -40000,"58,247,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Medium Laser,CSB -40000,"58,207,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Medium Laser,CSB -40000,"58,167,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Medium Laser,CSB -40000,"58,127,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Medium Laser,CSB -40000,"58,087,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Medium Laser,CSB -40000,"58,047,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of PPC,CSB -200000,"57,847,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of PPC,CSB -200000,"57,647,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of PPC,CSB -200000,"57,447,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of PPC,CSB -200000,"57,247,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of PPC,CSB -200000,"57,047,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 2,CSB -10000,"57,037,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 2,CSB -10000,"57,027,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 2,CSB -10000,"57,017,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 2,CSB -10000,"57,007,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 2,CSB -10000,"56,997,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 4,CSB -60000,"56,937,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 4,CSB -60000,"56,877,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 4,CSB -60000,"56,817,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 4,CSB -60000,"56,757,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 4,CSB -60000,"56,697,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 6,CSB -80000,"56,617,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 6,CSB -80000,"56,537,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 6,CSB -80000,"56,457,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 6,CSB -80000,"56,377,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of SRM 6,CSB -80000,"56,297,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 10,CSB -100000,"56,197,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 10,CSB -100000,"56,097,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 10,CSB -100000,"55,997,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 10,CSB -100000,"55,897,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 10,CSB -100000,"55,797,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 20,CSB -250000,"55,547,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 20,CSB -250000,"55,297,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 20,CSB -250000,"55,047,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 20,CSB -250000,"54,797,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 20,CSB -250000,"54,547,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 5,CSB -30000,"54,517,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 5,CSB -30000,"54,487,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 5,CSB -30000,"54,457,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 5,CSB -30000,"54,427,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of LRM 5,CSB -30000,"54,397,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Machine Gun,CSB -5000,"54,392,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Machine Gun,CSB -5000,"54,387,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Machine Gun,CSB -5000,"54,382,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Machine Gun,CSB -5000,"54,377,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Machine Gun,CSB -5000,"54,372,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Large Laser,CSB -100000,"54,272,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Large Laser,CSB -100000,"54,172,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Large Laser,CSB -100000,"54,072,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Large Laser,CSB -100000,"53,972,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Large Laser,CSB -100000,"53,872,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,870,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,868,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,866,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,864,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,862,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,860,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,858,999 ComStar bill"
3028-02-28,Equipment Purchase(s),Purchase of Heat Sink,CSB -2000,"53,856,999 ComStar bill"
