Date,Type,Description,Amount,RunningTotal
3031-02-09,Education or Training,Tuition fee for Patrick Grini-Hrusovsky,CSB -7650,"135,710,549 C-Bill"
3031-02-09,Education or Training,Tuition fee for Pin-zhen Garnier,CSB -7650,"135,702,899 C-Bill"
3031-02-09,Education or Training,Tuition fee for Lainie Furaha,CSB -7650,"135,695,249 C-Bill"
3031-02-09,Education or Training,Tuition fee for Lara Bell,CSB -7650,"135,687,599 C-Bill"
3031-02-09,Education or Training,Tuition fee for Katelyn Miyazaki,CSB -7650,"135,679,949 C-Bill"
3031-02-09,Education or Training,Tuition fee for Merlin Vilha,CSB -7650,"135,672,299 C-Bill"
3031-02-09,Education or Training,Tuition fee for Suchandra Khamisi,CSB -7650,"135,664,649 C-Bill"
3031-02-09,Education or Training,Tuition fee for Arthur Ortíz,CSB -7650,"135,656,999 C-Bill"
3031-02-09,Education or Training,Tuition fee for Ryoma Kouklakis,CSB -7650,"135,649,349 C-Bill"
3031-02-09,Education or Training,Tuition fee for Eva Kouklakis,CSB -7650,"135,641,699 C-Bill"
3031-02-09,Battle Loss Compensation,Battle loss compensation (parts) for Trebuchet TBT-5S,CSB 309,"135,642,008 C-Bill"
3031-02-09,Repairs,Repair of Mech Center Torso,CSB -1560,"135,640,448 C-Bill"
3031-02-14,Battle Loss Compensation,Battle loss compensation (parts) for Union (2708),CSB 15502,"135,655,950 C-Bill"
3031-02-14,Battle Loss Compensation,Battle loss compensation for Strike Falcon Attack VTOL,CSB 174996,"135,830,946 C-Bill"
3031-02-14,Battle Loss Compensation,Battle loss compensation (parts) for Strike Falcon Attack VTOL,CSB 1251,"135,832,197 C-Bill"
3031-02-14,Battle Loss Compensation,Battle loss compensation (parts) for Stingray F-90,CSB 6094,"135,838,291 C-Bill"
3031-02-14,Battle Loss Compensation,Battle loss compensation (parts) for Lightning LTN-G15,CSB 2475,"135,840,766 C-Bill"
3031-02-14,Battle Loss Compensation,Battle loss compensation for Jump Platoon (Rifle),CSB 182894,"136,023,660 C-Bill"
3031-02-14,Battle Loss Compensation,Battle loss compensation (parts) for Stalker STK-4N,CSB 21000,"136,044,660 C-Bill"
3031-02-14,Battle Loss Compensation,Battle loss compensation (parts) for Black Knight BL-7-KNT-L,CSB 150578,"136,195,238 C-Bill"
3031-02-14,Battle Loss Compensation,Battle loss compensation (parts) for Stalker STK-3F,CSB 62297,"136,257,535 C-Bill"
3031-02-14,Battle Loss Compensation,Battle loss compensation (parts) for Thunderbolt TDR-5SS,CSB 36072,"136,293,607 C-Bill"
3031-02-14,Battle Loss Compensation,Battle loss compensation (parts) for Griffin GRF-1S,CSB 3656,"136,297,263 C-Bill"
3031-02-14,Battle Loss Compensation,Battle loss compensation (parts) for Trebuchet TBT-5S,CSB 25809,"136,323,072 C-Bill"
3031-02-14,Battle Loss Compensation,Battle loss compensation (parts) for Grasshopper GHR-5H,CSB 78212,"136,401,284 C-Bill"
3031-02-14,Battle Loss Compensation,Battle loss compensation (parts) for Shadow Hawk SHD-2K,CSB 1950,"136,403,234 C-Bill"
3031-02-14,Battle Loss Compensation,Battle loss compensation (parts) for Javelin JVN-10F 'Fire Javelin',CSB 2438,"136,405,672 C-Bill"
3031-02-14,Battle Loss Compensation,Battle loss compensation (parts) for Cicada CDA-3C,CSB 488,"136,406,160 C-Bill"
3031-02-14,Battle Loss Compensation,Battle loss compensation (parts) for Spider SDR-5V,CSB 488,"136,406,648 C-Bill"
3031-02-14,Battle Loss Compensation,Battle loss compensation (parts) for Hunchback HBK-4P,CSB 488,"136,407,136 C-Bill"
3031-02-14,Battle Loss Compensation,Battle loss compensation (parts) for Thunderbolt TDR-5SS #2,CSB 26824,"136,433,960 C-Bill"
3031-02-14,Battle Loss Compensation,Battle loss compensation (parts) for Crab CRB-20,CSB 4631,"136,438,591 C-Bill"
3031-02-15,Maintenance,Maintenance for Javelin JVN-10F 'Fire Javelin',CSB -2109,"136,436,482 C-Bill"
3031-02-15,Maintenance,Maintenance for Hunchback HBK-4P,CSB -3346,"136,433,136 C-Bill"
3031-02-15,Maintenance,Maintenance for Black Knight BL-7-KNT-L,CSB -3014,"136,430,122 C-Bill"
3031-02-15,Maintenance,Maintenance for Stalker STK-4N,CSB -7025,"136,423,097 C-Bill"
3031-02-15,Maintenance,Maintenance for Hunchback HBK-4P #2,CSB -3348,"136,419,749 C-Bill"
3031-02-15,Maintenance,Maintenance for Strike Falcon Attack VTOL,CSB -445,"136,419,304 C-Bill"
3031-02-15,Maintenance,Maintenance for Strike Falcon Attack VTOL #2,CSB -456,"136,418,848 C-Bill"
3031-02-15,Maintenance,Maintenance for MASH Truck (ICE),CSB -11,"136,418,837 C-Bill"
3031-02-15,Maintenance,Maintenance for Leopard (Black Swan Mk III) - The Black Swan,CSB -430972,"135,987,865 C-Bill"
3031-02-15,Maintenance,Maintenance for Heavy BattleMech Recovery Vehicle,CSB -86,"135,987,779 C-Bill"
3031-02-15,Maintenance,Maintenance for Boomerang Spotter Plane,CSB -99,"135,987,680 C-Bill"
3031-02-15,Maintenance,Maintenance for Partisan Heavy Tank,CSB -549,"135,987,131 C-Bill"
3031-02-15,Maintenance,Maintenance for Partisan Heavy Tank #2,CSB -549,"135,986,582 C-Bill"
3031-02-15,Maintenance,Maintenance for Partisan Heavy Tank #3,CSB -548,"135,986,034 C-Bill"
3031-02-15,Maintenance,Maintenance for Union (2708),CSB -527408,"135,458,626 C-Bill"
3031-02-15,Maintenance,Maintenance for Gazelle (Heavy Vehicle) Mk II,CSB -454601,"135,004,025 C-Bill"
3031-02-15,Maintenance,Maintenance for Cicada CDA-3C,CSB -3275,"135,000,750 C-Bill"
3031-02-15,Maintenance,Maintenance for Pegasus Scout Hover Tank,CSB -186,"135,000,564 C-Bill"
3031-02-15,Repairs,Repair of Mech Left Torso,CSB -2340,"134,998,224 C-Bill"
3031-02-15,Repairs,Repair of Mech Left Arm,CSB -2340,"134,995,884 C-Bill"
3031-02-15,Repairs,Repair of Mech Left Torso,CSB -2028,"134,993,856 C-Bill"
3031-02-15,Repairs,Repair of Mech Right Torso,CSB -2028,"134,991,828 C-Bill"
3031-02-15,Repairs,Repair of Vehicle Front,CSB 0,"134,991,828 C-Bill"
3031-02-15,Repairs,Repair of LRM 5,CSB -3000,"134,988,828 C-Bill"
3031-02-15,Repairs,Repair of Motive System,CSB 0,"134,988,828 C-Bill"
3031-02-16,Maintenance,Maintenance for Manticore Heavy Tank,CSB -607,"134,988,221 C-Bill"
3031-02-16,Maintenance,Maintenance for Partisan Heavy Tank (LRM),CSB -747,"134,987,474 C-Bill"
3031-02-16,Maintenance,Maintenance for Warrior Attack Helicopter H-7A,CSB -175,"134,987,299 C-Bill"
3031-02-16,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25,CSB -479,"134,986,820 C-Bill"
3031-02-16,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25 (Ammunition Carriage),CSB -5,"134,986,815 C-Bill"
3031-02-16,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25 (Support Carriage),CSB -5,"134,986,810 C-Bill"
3031-02-16,Repairs,Repair of Mech Center Torso,CSB -2340,"134,984,470 C-Bill"
3031-02-16,Repairs,Repair of 300 Fusion Engine,CSB -195000,"134,789,470 C-Bill"
3031-02-16,Repairs,Repair of Standard Gyro,CSB -117000,"134,672,470 C-Bill"
3031-02-16,Repairs,Repair of Mech Right Leg,CSB -2652,"134,669,818 C-Bill"
3031-02-17,Repairs,Repair of PPC,CSB -18000,"134,651,818 C-Bill"
3031-02-17,Repairs,Repair of 255 Fusion Engine,CSB -187850,"134,463,968 C-Bill"
3031-02-17,Repairs,Repair of Mech Right Arm,CSB -2028,"134,461,940 C-Bill"
3031-02-17,Equipment Purchase(s),Purchase of Mek Right Arm,CSB -18000,"134,443,940 C-Bill"
3031-02-17,Equipment Purchase(s),Purchase of Mek Right Arm,CSB -18000,"134,425,940 C-Bill"
3031-02-17,Equipment Purchase(s),Purchase of Mek Left Torso,CSB -16800,"134,409,140 C-Bill"
3031-02-17,Equipment Purchase(s),Purchase of Mek Left Torso,CSB -16800,"134,392,340 C-Bill"
3031-02-17,Repairs,Repair of PPC,CSB -26000,"134,366,340 C-Bill"
3031-02-17,Repairs,Repair of Heat Sink,CSB -260,"134,366,080 C-Bill"
3031-02-17,Repairs,Repair of Medium Laser,CSB -4000,"134,362,080 C-Bill"
3031-02-18,Maintenance,Maintenance for Stalker STK-3F,CSB -7342,"134,354,738 C-Bill"
3031-02-18,Maintenance,Maintenance for Spider SDR-5V,CSB -2532,"134,352,206 C-Bill"
3031-02-18,Maintenance,Maintenance for Warrior Attack Helicopter H-7,CSB -191,"134,352,015 C-Bill"
3031-02-18,Repairs,Repair of PPC,CSB -19200,"134,332,815 C-Bill"
3031-02-18,Repairs,Repair of Mech Right Arm,CSB -2652,"134,330,163 C-Bill"
3031-02-18,Repairs,Repair of Large Laser,CSB -10000,"134,320,163 C-Bill"
3031-02-18,Repairs,Repair of Large Laser,CSB -10000,"134,310,163 C-Bill"
3031-02-19,Maintenance,Maintenance for Trebuchet TBT-5S,CSB -3959,"134,306,204 C-Bill"
3031-02-19,Maintenance,Maintenance for Maxim Heavy Hover Transport,CSB -348,"134,305,856 C-Bill"
3031-02-19,Repairs,Repair of Mech Right Arm,CSB -1560,"134,304,296 C-Bill"
3031-02-19,Repairs,Repair of Turret Lock,CSB 0,"134,304,296 C-Bill"
3031-02-19,Recruitment,Recruitment of Yoonhee Ham,CSB -540,"134,303,756 C-Bill"
3031-02-19,Recruitment,Recruitment of Teige Bullivant,CSB -540,"134,303,216 C-Bill"
3031-02-19,Recruitment,Recruitment of Sun Mata,CSB -540,"134,302,676 C-Bill"
3031-02-19,Recruitment,Recruitment of Cyrille Solari,CSB -540,"134,302,136 C-Bill"
3031-02-19,Recruitment,Recruitment of Orrin Hampton,CSB -540,"134,301,596 C-Bill"
3031-02-19,Recruitment,Recruitment of Morann MacAvoy,CSB -540,"134,301,056 C-Bill"
3031-02-19,Repairs,Repair of Jump Jet,CSB -900,"134,300,156 C-Bill"
3031-02-19,Repairs,Repair of AC/2,CSB -7500,"134,292,656 C-Bill"
3031-02-19,Repairs,Repair of Medium Laser,CSB -4000,"134,288,656 C-Bill"
3031-02-19,Repairs,Repair of Lower Arm Actuator,CSB -165,"134,288,491 C-Bill"
3031-02-19,Repairs,Repair of Heat Sink,CSB -200,"134,288,291 C-Bill"
3031-02-19,Repairs,Repair of Upper Arm Actuator,CSB -390,"134,287,901 C-Bill"
3031-02-19,Repairs,Repair of Heat Sink,CSB -200,"134,287,701 C-Bill"
3031-02-20,Repairs,Repair of Upper Arm Actuator,CSB -600,"134,287,101 C-Bill"
3031-02-20,Repairs,Repair of Hand Actuator,CSB -480,"134,286,621 C-Bill"
3031-02-20,Repairs,Repair of Upper Arm Actuator,CSB -450,"134,286,171 C-Bill"
3031-02-20,Repairs,Repair of Upper Leg Actuator,CSB -675,"134,285,496 C-Bill"
3031-02-20,Repairs,Repair of Lower Leg Actuator,CSB -360,"134,285,136 C-Bill"
3031-02-20,Repairs,Repair of Foot Actuator,CSB -540,"134,284,596 C-Bill"
3031-02-20,Recruitment,Recruitment of Pero Bartholdo,CSB -900,"134,283,696 C-Bill"
3031-02-20,Recruitment,Recruitment of Ed Khan,CSB -900,"134,282,796 C-Bill"
3031-02-20,Unit Purchase(s),Purchased Condor Heavy Hover Tank (Liao),CSB -1247400,"133,035,396 C-Bill"
3031-02-20,Unit Sale(s),Sale of Ostroc OSR-3C,CSB 183040,"133,218,436 C-Bill"
3031-02-21,Maintenance,Maintenance for Gazelle (2531),CSB -330585,"132,887,851 C-Bill"
3031-02-21,Repairs,Repair of Mek Head,CSB -10080,"132,877,771 C-Bill"
3031-02-21,Recruitment,Recruitment of Wenceslas Gorgulha,CSB -1440,"132,876,331 C-Bill"
3031-02-21,Recruitment,Recruitment of Dragos Sravan,CSB -900,"132,875,431 C-Bill"
3031-02-21,Recruitment,Recruitment of Sammy Jolivet,CSB -900,"132,874,531 C-Bill"
3031-02-22,Maintenance,Maintenance for Javelin JVN-10N,CSB -2142,"132,872,389 C-Bill"
3031-02-22,Repairs,Repair of AC/5,CSB -11250,"132,861,139 C-Bill"
3031-02-22,Recruitment,Recruitment of Tawney MacKeith,CSB -900,"132,860,239 C-Bill"
3031-02-22,Recruitment,Recruitment of Shang-Yee Ouyang,CSB -540,"132,859,699 C-Bill"
3031-02-22,Recruitment,Recruitment of Joe Elías,CSB -2880,"132,856,819 C-Bill"
3031-02-22,Repairs,Repair of Medium Laser,CSB -3600,"132,853,219 C-Bill"
3031-02-23,Maintenance,Maintenance for Maxim Heavy Hover Transport (SRM4),CSB -403,"132,852,816 C-Bill"
3031-02-23,Maintenance,Maintenance for Maxim Heavy Hover Transport #2,CSB -350,"132,852,466 C-Bill"
3031-02-23,Maintenance,Maintenance for Stingray F-90,CSB -5202,"132,847,264 C-Bill"
3031-02-23,Repairs,Repair of Medium Laser,CSB -3200,"132,844,064 C-Bill"
3031-02-23,Repairs,Repair of PPC,CSB -18000,"132,826,064 C-Bill"
3031-02-23,Recruitment,Recruitment of Rachmad Purbacaraka,CSB -900,"132,825,164 C-Bill"
3031-02-24,Recruitment,Recruitment of Margarita Chekoev,CSB -1000,"132,824,164 C-Bill"
3031-02-25,Repairs,Repair of Fire Control System,CSB -15360,"132,808,804 C-Bill"
3031-02-25,Repairs,Repair of SRM 6,CSB -6400,"132,802,404 C-Bill"
3031-02-25,Recruitment,Recruitment of Sadeeqa Ata,CSB -900,"132,801,504 C-Bill"
3031-02-25,Recruitment,Recruitment of Tim Dibyendu,CSB -540,"132,800,964 C-Bill"
3031-02-26,Repairs,Repair of Medium Laser,CSB -3200,"132,797,764 C-Bill"
3031-02-26,Repairs,Repair of Medium Laser,CSB -3200,"132,794,564 C-Bill"
3031-02-26,Recruitment,Recruitment of Takeo Yoshimura,CSB -900,"132,793,664 C-Bill"
3031-02-26,Recruitment,Recruitment of Tendai Heshima,CSB -900,"132,792,764 C-Bill"
3031-02-26,Recruitment,Recruitment of Severin VonTirpitz,CSB -1440,"132,791,324 C-Bill"
3031-02-26,Recruitment,Recruitment of Berta Kimura,CSB -900,"132,790,424 C-Bill"
3031-02-26,Recruitment,Recruitment of Theophilus Tragianopoulos,CSB -540,"132,789,884 C-Bill"
3031-02-26,Repairs,Repair of Mek Left Torso,CSB -1080,"132,788,804 C-Bill"
3031-02-26,Repairs,Repair of Medium Laser,CSB -4000,"132,784,804 C-Bill"
3031-02-26,Repairs,Repair of Medium Laser,CSB -4000,"132,780,804 C-Bill"
3031-02-26,Repairs,Repair of Hand Actuator,CSB -240,"132,780,564 C-Bill"
3031-02-26,Repairs,Repair of Lower Arm Actuator,CSB -300,"132,780,264 C-Bill"
3031-02-26,Repairs,Repair of Lower Arm Actuator,CSB -300,"132,779,964 C-Bill"
3031-02-26,Recruitment,Recruitment of Isabelle Jacobson,CSB -540,"132,779,424 C-Bill"
3031-02-26,Recruitment,Recruitment of Fozia Sohal,CSB -500,"132,778,924 C-Bill"
3031-02-27,Maintenance,Maintenance for Crab CRB-20,CSB -3886,"132,775,038 C-Bill"
3031-02-27,Repairs,Repair of Medium Laser,CSB -3600,"132,771,438 C-Bill"
3031-02-27,Repairs,Repair of Standard Cockpit,CSB -26000,"132,745,438 C-Bill"
3031-02-27,Repairs,Repair of Standard Gyro,CSB -90000,"132,655,438 C-Bill"
3031-02-27,Recruitment,Recruitment of Kimberly Rais,CSB -900,"132,654,538 C-Bill"
3031-02-27,Recruitment,Recruitment of Javier Sánchez,CSB -900,"132,653,638 C-Bill"
3031-02-28,Maintenance,Maintenance for Lightning LTN-G15,CSB -2966,"132,650,672 C-Bill"
3031-02-28,Repairs,Repair of Medium Laser,CSB -3600,"132,647,072 C-Bill"
3031-02-28,Repairs,Repair of Mek Left Leg,CSB -1440,"132,645,632 C-Bill"
3031-03-01,Repairs,Repair of Fighter Life Support,CSB -450,"132,645,182 C-Bill"
3031-03-01,Contract Payments,Monthly payment for Andurien Crissis - Invasion of Primus,CSB 13851520,"146,496,702 C-Bill"
3031-03-01,Maintenance,Monthly Spare Parts,CSB -196062,"146,300,640 C-Bill"
3031-03-01,Maintenance,Monthly Ammunition,CSB -708502,"145,592,138 C-Bill"
3031-03-01,Maintenance,Monthly Fuel bill,CSB -1798520,"143,793,618 C-Bill"
3031-03-01,Salaries,Monthly salaries,CSB -737238,"143,056,380 C-Bill"
3031-03-01,Overhead,Monthly overhead,CSB -36862,"143,019,518 C-Bill"
3031-03-01,Recruitment,Recruitment of Eline Beutel,CSB -1440,"143,018,078 C-Bill"
3031-03-01,Recruitment,Recruitment of Mari Chladkova,CSB -540,"143,017,538 C-Bill"
3031-03-02,Repairs,Repair of Medium Laser,CSB -3600,"143,013,938 C-Bill"
3031-03-02,Equipment Purchase(s),Purchase of Mek Left Torso,CSB -8400,"143,005,538 C-Bill"
3031-03-02,Equipment Purchase(s),Purchase of Mek Left Leg,CSB -8400,"142,997,138 C-Bill"
3031-03-02,Equipment Purchase(s),refund for cancelled equipment sale,CSB 8400,"143,005,538 C-Bill"
3031-03-03,Maintenance,Maintenance for Javelin JVN-10F 'Fire Javelin',CSB -529,"143,005,009 C-Bill"
3031-03-03,Maintenance,Maintenance for Hunchback HBK-4P,CSB -837,"143,004,172 C-Bill"
3031-03-03,Maintenance,Maintenance for Griffin GRF-1S,CSB -1098,"143,003,074 C-Bill"
3031-03-03,Maintenance,Maintenance for Black Knight BL-7-KNT-L,CSB -1505,"143,001,569 C-Bill"
3031-03-03,Maintenance,Maintenance for Grasshopper GHR-5H,CSB -1336,"143,000,233 C-Bill"
3031-03-03,Maintenance,Maintenance for Stalker STK-4N,CSB -1787,"142,998,446 C-Bill"
3031-03-03,Maintenance,Maintenance for Hunchback HBK-4P #2,CSB -837,"142,997,609 C-Bill"
3031-03-03,Maintenance,Maintenance for Thunderbolt TDR-5SS,CSB -1315,"142,996,294 C-Bill"
3031-03-03,Maintenance,Maintenance for Strike Falcon Attack VTOL,CSB -112,"142,996,182 C-Bill"
3031-03-03,Maintenance,Maintenance for Strike Falcon Attack VTOL #2,CSB -114,"142,996,068 C-Bill"
3031-03-03,Maintenance,Maintenance for MASH Truck (ICE),CSB -3,"142,996,065 C-Bill"
3031-03-03,Maintenance,Maintenance for Leopard (Black Swan Mk III) - The Black Swan,CSB -107743,"142,888,322 C-Bill"
3031-03-03,Maintenance,Maintenance for Heavy BattleMech Recovery Vehicle,CSB -22,"142,888,300 C-Bill"
